Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,predicted_heating_oil,predicted_heating_oil_log
2,85,1,38.0,3,150.12260859466957,148.3813509444051
3,83,1,69.3,5,221.38677975486573,215.3442016818942
5,38,3,72.6,8,283.5717126726321,293.4921216240078
4,68,4,49.8,1,188.0732462791139,180.8451383825517
8,60,1,15.3,6,161.31756827306296,156.378168974744
10,42,7,23.9,5,196.70130654915448,187.86627782659065
2,70,4,68.6,4,223.81950667977253,217.23218576370618
4,70,10,50.2,4,195.5258521944205,187.78771859672992
6,46,5,70.5,1,253.9395853937055,254.13437192065692
3,63,9,33.9,3,163.87515121739716,158.61491585150327
3,60,3,41.0,2,177.84982979600792,170.5218770374177
8,71,1,39.4,3,187.95535940540185,181.15345244327463
6,52,5,59.3,3,233.82157086204313,228.65106063129272
7,75,4,50.8,2,198.558626178167,191.91956489176223
5,40,4,30.8,2,183.38121761070403,174.66629200331943
5,84,2,20.8,5,136.03700658369095,137.8811746059079
7,75,6,71.7,7,253.67408924472574,255.07964262739458
9,62,6,69.8,8,272.20754076780304,280.10169604901057
10,87,1,52.5,2,203.39357873906786,198.18126242871557
2,88,8,21.4,5,121.12206340205618,127.43091306287114
5,83,7,71.0,5,231.20942838335938,227.41997885470602
5,76,8,30.8,1,148.21083628642245,147.34389886638172
4,69,9,53.5,6,209.16706455108408,201.20006524977694
3,47,4,53.1,4,218.25119890011183,209.4445855650575
5,53,1,27.4,5,175.67415707009835,167.89362005030824
5,85,6,57.3,7,210.00560167034735,203.12623609057476
2,50,6,71.1,6,251.92140857855156,249.54025162996817
7,77,5,25.7,8,168.05086082342285,162.600382750457
4,55,9,40.1,1,180.08477121017808,172.75488372693414
10,61,6,26.5,7,191.63262033465514,183.75410286761854
7,82,2,45.6,4,189.30654634634243,182.82059394747205
10,80,1,68.5,8,258.82575757306574,262.80996895893725
10,90,2,38.4,3,177.03720830970244,172.58891838236735
8,40,2,41.6,2,215.72375547892105,207.54487159155585
3,73,9,26.4,4,144.1292475286035,143.34711778978647
2,59,9,62.7,7,230.80234246659984,223.93314703497498
5,54,2,66.6,5,248.96277803966876,246.8608082901436
5,59,8,45.9,2,194.7883973567747,186.8441912226909
10,79,10,39.4,5,193.40132958747765,187.1946025133077
7,66,5,29.1,6,177.72309042907398,170.7674732412573
5,43,2,34.4,6,200.62902557693127,190.5534691041571
7,90,8,20.4,2,127.15912523469333,132.69851593688648
3,43,8,46.3,4,208.11851015228024,198.4388208555098
3,68,1,26.1,1,139.8307017583311,140.15552688106902
7,50,3,32.4,3,188.74052995726518,180.42531490556706
3,49,9,23.6,3,156.5106418789826,151.8334585587041
6,72,10,64.2,2,221.67066722030083,216.46893742892038
9,59,2,55.4,7,245.05399232221563,242.7032986418745
9,86,8,25.5,8,166.98395205621685,162.61236902610858
7,85,8,27.0,2,144.02054253949692,144.72839209995954
8,60,5,37.1,1,186.1043740744201,179.1997458955892
2,50,2,58.9,5,226.3324240377084,218.24085313255875
4,71,4,30.3,5,161.1586936399414,156.500911996047
2,46,6,18.6,6,155.84039347125002,150.43018424137378
6,80,10,51.5,3,193.80207590554056,187.32676134295497
2,75,1,52.5,4,189.4785067767857,181.61034608889096
3,66,5,38.9,8,187.3027131317595,178.49976094232488
7,48,7,72.3,1,259.09270852225256,261.6375233685552
7,66,5,50.6,2,205.8229402753405,198.77667480819468
7,78,5,31.9,8,178.93900519410988,172.23264906047405
9,85,9,59.4,7,228.7924220132129,225.18325693394723
5,83,7,43.9,6,182.98662088953915,176.34225647825605
6,54,10,22.7,7,174.45619626324486,166.94280359805202
10,62,10,35.0,6,203.00038763693487,195.47172318206526
4,66,8,35.1,1,161.22127646116047,157.0487764432867
10,55,5,28.7,8,204.36565209880672,195.80031351356533
8,74,3,27.1,8,177.50518089261834,170.8042158745479
6,85,9,52.0,2,187.41532484293714,181.63444932697485
5,47,5,46.3,4,212.84765544547423,204.01494350555248
4,84,4,29.0,8,156.89834788446134,153.2588444602843
10,71,10,69.5,8,266.9374437489364,273.78513383952514
8,42,10,19.6,2,170.83794411725566,164.29200150488685
10,65,4,55.6,7,243.69648884368365,241.81420564767507
8,63,5,41.5,1,191.84087165331655,184.88005906123232
6,40,10,42.5,1,205.16434469449032,196.4403435745121
10,63,10,29.1,7,194.11072683756709,186.4212874029499
9,62,2,42.7,8,221.5310172898022,214.49444502950448
2,63,7,66.6,1,216.0716268450065,208.8215769447129
10,86,4,64.8,3,230.219848398606,227.9610456346965
10,75,10,40.0,6,201.18345274408836,194.51807181325904
5,76,1,18.0,6,141.02661741952608,140.963219468458
6,52,10,28.6,1,168.37583013016877,162.61952802732193
6,77,10,56.4,6,215.2049698807266,208.72057466696467
8,81,2,67.2,8,247.6428194895996,247.4650704242858
4,67,1,22.2,5,149.81047095118703,147.1588042151967
8,49,10,68.4,1,254.1273255108377,255.37128531018934
2,55,3,70.0,5,242.8575809615475,238.49800633217913
4,44,6,44.6,3,205.04987334423748,195.66901065606697
8,51,9,19.3,3,165.7932933137393,160.31323881630803
4,42,2,69.5,1,248.38527769266346,245.8691695341709
9,54,2,39.9,6,216.83860949888884,209.120599667324
8,60,7,36.2,4,193.54410702154112,185.8074261070935
2,42,10,55.3,8,234.53387153790345,226.77614229814884
2,69,4,59.3,1,197.5492383821594,189.77250024244307
7,45,9,61.9,3,247.9568130626143,246.0641460681583
2,42,10,46.0,5,207.39447998382093,197.27826710675436
7,39,1,61.8,2,251.2423173220267,249.73895688886853
7,40,1,21.8,2,174.51985453551623,166.9626881399089
8,45,6,37.7,8,222.27530476548912,213.9649566768881
8,41,7,38.2,2,207.5144557953957,199.02520427396126
6,61,3,63.5,6,243.82460934462222,240.90792250687144
3,47,9,30.6,5,177.85888288524382,169.36674554675167
6,90,1,70.8,6,232.8203263980443,229.67228444308955
3,70,9,70.6,3,227.38672744092435,221.98177026450335
4,57,6,71.4,1,238.23734841969804,234.52027686413552
5,62,9,61.3,2,221.20603479303196,214.92380294286178
4,70,9,69.9,3,229.89432038858365,225.14418795072058
10,42,7,71.3,1,273.9161937411226,283.0429003965328
10,87,8,55.8,8,227.40875988318857,223.65339784997525
7,54,2,52.3,1,216.84394178541842,209.8385060292734
2,51,4,62.7,4,229.14448097200926,221.87998246647584
2,44,5,58.5,3,223.91738456545733,215.59751128945925
7,79,9,21.7,1,135.83835603939946,138.51395867622057
8,54,1,34.3,6,202.56264408864863,193.7908685933123
9,69,5,23.7,6,172.5455726019803,166.68878056009106
9,77,9,27.0,7,174.30420304563444,168.65211748442056
9,63,10,55.1,5,233.24471106709356,229.2320700124956
8,61,5,69.8,1,247.24535588375932,247.15537977485624
3,90,4,33.5,8,156.38208265333986,153.02328665848714
2,90,4,60.4,2,184.55144687116163,178.39482577677148
4,86,3,53.5,3,185.95965015816006,179.58946986723026
9,88,6,57.1,2,206.51992057211572,201.50924080114177
9,85,3,23.0,8,164.00488415906116,159.89473306364718
2,65,9,55.5,8,215.10183185015893,206.42867529763404
7,56,1,41.3,8,216.59936567959744,208.11981865363256
7,63,10,32.6,4,179.73932476479285,172.91600702364482
4,66,10,64.6,5,229.4773774888954,223.8888650514336
5,65,6,68.6,7,248.81663521697115,247.28298976577983
4,88,4,34.1,5,153.58966553531621,151.3187667723819
8,80,4,21.6,2,142.67509842832516,143.49468209780628
5,55,9,27.8,1,160.59489569412537,156.09617746602268
5,83,5,23.5,6,144.65847475601922,144.13634696291436
9,81,6,63.9,2,225.49885108750823,222.07633867672916
3,65,6,41.4,4,180.06282144432532,172.54311683152184
6,78,8,35.4,2,162.1985802466561,158.67591863593407
3,55,6,18.4,5,148.3062138170279,145.35642821378127
10,89,10,25.2,5,157.78216148961945,155.80880211187167
10,64,6,55.1,1,224.2534081025306,219.73837197168595
10,62,9,64.8,3,250.18616398686805,251.21509762027884
7,48,4,60.7,8,259.80563586322074,260.5280408147881
6,84,3,58.4,2,201.4921535046161,195.30519219003904
9,52,10,22.4,4,177.62713178466524,170.66828532732387
9,48,5,72.6,2,270.8565484121815,278.4649512959818
5,47,7,66.5,7,260.30002499469197,261.0153609999329
2,82,1,25.6,4,132.38327314754756,134.8903388329228
2,57,10,51.0,8,213.34278869138365,203.9798223474541
3,72,10,66.7,3,218.07425181040617,211.57182233866686
2,79,10,46.7,3,170.2286928606651,164.80705566429427
3,59,2,27.9,7,169.89466305870255,162.58526633959707
2,41,9,46.3,3,202.6753717246008,192.75855675188959
6,66,5,27.6,7,174.21139384504514,167.30413574379256
9,56,4,15.2,2,155.23254864821814,152.1158666769994
9,85,1,29.0,7,172.5721120775857,167.37681635110374
4,86,2,58.9,3,196.37837950811613,189.65962443447802
8,58,10,15.7,2,149.53627140956692,147.74385841413513
2,44,9,72.8,8,266.1599895827582,267.90537031442057
5,72,5,18.3,1,128.51874624936355,132.60722128323005
7,57,4,58.8,5,238.87700281397161,234.911161535704
9,62,3,71.0,8,275.0187264939058,284.124004642417
5,76,8,43.0,7,190.3530850697809,182.67623532796335
9,71,3,36.4,1,179.4086682277174,173.7995566327598
5,75,5,70.6,3,231.42527799104954,227.43593916846683
7,67,8,51.8,4,213.02949174013617,206.18290448767652
3,66,3,48.7,2,187.23685811672468,179.52580297454818
7,75,2,21.1,6,155.26589875504305,152.1784612957195
7,40,5,71.7,8,287.4397617723364,300.41700854230993
3,80,3,18.5,1,114.63203114318998,123.34985680418818
3,41,6,48.3,6,220.34214074408732,210.92335641760027
10,82,1,30.7,8,185.40610520423814,178.8401081518886
10,52,5,49.7,3,230.95687493257316,226.11543061876318
2,44,9,28.3,5,172.26965924223953,164.13016964181963
6,48,9,54.6,3,227.6711824395387,221.21537150234028
6,61,4,19.7,8,166.92233412139194,160.53261487472
5,70,1,41.4,3,181.11207047006835,174.18508034161025
7,54,1,31.8,6,193.9867839785861,185.07455270756498
5,76,7,36.6,2,162.55592906946157,158.67872636583235
9,63,2,46.7,6,221.91156791077162,215.46092426866656
6,41,7,23.2,1,168.23157065497765,161.77553051425534
5,40,3,47.9,2,215.9870487731971,207.26082037745564
2,85,9,27.0,7,140.5060322678348,140.66065158934515
7,40,6,43.5,1,211.60981862577836,203.26516905889122
10,82,7,46.3,2,194.91075631385525,189.3980827142036
9,88,7,62.5,8,235.58857312196668,233.28910502060762
6,88,5,17.8,1,117.49963379116326,125.9911916630719
7,70,6,70.7,8,259.2912020766041,261.96789721459595
4,86,9,24.2,8,145.16505806091516,144.32381657109738
3,47,6,70.3,2,244.17541779566318,240.5938827176186
7,55,3,48.3,2,211.3787861003271,203.7898094473279
2,72,5,64.3,5,216.91632769173654,209.45774623006056
5,38,9,57.1,2,234.10039229764226,228.0178167241512
8,83,10,67.7,7,242.25668157579966,241.31870370989267
5,73,2,49.8,6,203.75886360191635,195.80344789160753
9,71,9,28.8,6,179.76451282551983,173.37233761321298
10,59,2,62.2,5,255.44842635619233,257.1223167113138
9,69,7,25.3,6,175.22264915638092,169.1066249553191
5,84,8,17.1,7,134.2850616723244,136.4649364265049
8,51,4,41.2,5,214.55129934900464,206.49103053505786
10,51,7,17.2,7,182.5094229452137,174.55967478252825
5,73,3,45.3,2,182.37551424025563,175.78069291383326
3,83,10,55.8,8,203.68301115622023,195.89155259805526
2,45,2,53.9,7,227.53203295436535,218.7592850185241
7,60,4,25.2,4,169.38499780154632,163.4205029639579
2,83,6,30.0,7,148.4688647857281,146.48934925970522
8,85,2,24.8,5,154.2582964485306,152.22871535720802
8,78,5,55.7,4,215.23544845278872,209.50633178985905
2,63,10,57.5,2,201.4472365995033,193.27246597986908
9,48,4,64.3,8,274.30248919979437,281.6899079569866
10,65,9,56.3,5,237.79561964289155,235.13506711562567
8,39,7,30.9,1,192.2416378063192,183.74717143532513
5,72,10,56.7,1,200.4453096312005,193.64972982168558
2,38,8,43.2,3,199.5826361938312,189.41677541513317
5,80,5,71.8,3,229.35526189460398,225.37936488334648
3,45,7,52.2,5,220.91498977120574,212.12474482172502
10,65,8,51.6,8,238.56487087486016,235.2909995258336
10,90,5,64.2,1,219.09136669081215,215.82323900593707
7,80,2,41.8,4,183.83872560392726,177.5173484285607
6,64,8,44.8,6,204.86316077791736,196.70030805199755
4,88,1,59.2,6,204.8910516684012,197.80547148831914
6,83,7,38.9,2,164.6686596865884,161.00876739824096
4,51,5,72.1,4,254.46154002703838,253.97561364145574
5,87,10,19.5,4,126.36834513456982,131.51280510930474
5,86,1,68.3,1,211.88180912494596,206.3574833724394
10,44,7,67.6,6,281.0006635105683,292.4167986381859
5,66,1,65.5,1,223.95454048723025,218.29911339270058
7,54,8,60.3,7,249.9504188377195,248.34986009564076
6,59,5,18.2,2,146.63057166185774,145.15174917897002
4,43,1,72.6,7,272.5802969898687,277.4558538853445
9,42,4,27.7,8,210.1114230686229,200.63346585011269
9,65,1,58.6,1,227.0790682325074,222.6980190915796
2,64,4,15.2,6,134.10569802154907,135.02179578053065
2,39,8,34.0,5,187.60290492101768,177.54823705765983
2,87,5,39.1,7,162.42753501633555,157.83282481930252
5,47,2,25.9,6,181.0336979009201,172.16189394864813
10,49,9,19.2,4,178.1797892945055,171.11836525201704
10,81,6,22.8,7,167.23372129873917,162.81197870212537
3,48,1,46.9,2,199.82473348112228,190.50110476279994
6,70,2,64.1,1,221.47967845383585,216.03525836003152
6,71,4,65.4,5,235.39005185642242,231.58072148810794
8,80,8,67.6,2,229.1923248342704,226.20214820302635
3,52,5,25.4,6,167.53427655537632,160.43298308568475
5,48,5,34.1,4,188.84326363234237,179.9109775712824
7,58,7,51.7,5,224.00832625071845,217.45074032891088
6,70,4,31.3,5,171.59420316353172,165.58208110561912
3,63,8,47.3,4,192.63237851114408,184.2502581227484
2,58,3,19.6,6,147.84283342207027,144.78889834678068
6,49,4,47.0,1,206.94690716379878,198.7259619501721
3,51,8,50.0,8,220.85327815818476,211.86710475953848
6,90,4,71.0,4,226.32834747992771,222.56072134481144
7,88,7,60.1,4,210.69599982016365,205.17304071571888
10,47,10,29.2,4,198.702842176554,190.49225293492083
9,41,5,45.9,7,242.14745726007783,237.6117082352183
2,55,3,28.8,8,174.2321313589531,165.78312726187818
10,58,3,64.9,7,267.59478159310424,273.42472014570444
7,57,6,51.2,4,220.93998123868016,214.09013379565877
6,76,6,15.6,7,142.5856309079387,142.22922930469855
5,54,6,37.9,4,190.6560628354796,182.05365622602653
2,52,5,47.5,4,199.2725601807238,189.75890578372668
7,84,6,58.1,5,213.7261844207222,207.9088702134677
5,73,6,33.0,2,158.51502679456644,155.15310936891578
8,70,5,58.2,3,223.7614381873885,218.70957951392617
6,72,10,69.8,7,248.1292849434198,247.41829287287987
3,50,9,42.6,3,191.67185489928278,182.69812364011898
5,69,9,27.1,4,156.60322677512661,153.13318324522527
7,54,5,68.7,6,263.24737564144704,266.4655745139819
5,79,8,25.0,2,137.77256232294104,139.4831881987098
6,74,9,72.4,2,235.66088382442106,233.10303360611053
6,88,10,28.7,4,146.7805163594449,146.59243382121295
10,73,3,52.4,2,215.01461395401276,209.67363531909118
5,65,3,55.3,3,211.45966521230343,203.9910087453731
8,60,4,51.9,8,236.52344847841437,231.75582690173223
3,39,8,28.3,7,186.9644905029871,176.74783702338084
7,72,10,21.1,2,143.7737202661165,143.91862393042408
4,81,4,45.6,2,171.97787333214058,166.78072981678534
5,80,8,37.3,4,166.56400104752464,161.96776778444757
9,83,9,32.0,3,165.89981079694286,162.40891276132982
6,53,7,24.4,5,172.74901191437718,165.6631231483397
6,53,2,26.8,8,187.69634496653015,178.46906908938368
10,38,8,71.3,8,299.3889685180781,320.7468824460248
5,55,1,62.6,2,231.18335923024787,225.61512989843516
7,72,7,56.2,1,207.70278120614645,201.46432187141951
7,53,5,16.3,5,161.58079407577986,156.32350147221734
5,62,9,34.1,1,166.45793387482138,161.38212429693507
6,46,4,29.8,5,189.60866108641977,180.45868101459723
10,75,9,15.3,7,157.69037413547113,154.5979674085202
5,57,9,60.9,8,243.80009790677425,240.02863566978462
2,64,4,22.2,5,144.21220240152365,142.53570965412422
8,46,7,18.6,8,185.0076833700246,176.01728985291834
3,58,1,17.8,5,145.45368652167173,143.22713415994986
9,43,2,57.3,4,253.0595079400544,252.4900556703881
7,53,3,31.1,8,199.507076842044,190.1089995581142
2,43,2,25.8,3,163.31198829631958,156.67945937767067
7,40,7,50.3,8,246.5011680969634,242.37118007377683
3,61,4,50.9,7,211.41502974873646,202.42175864490127
5,59,5,57.9,2,218.07998475598856,211.05346756486608
6,46,7,46.0,7,226.1293381314502,218.26399567788067
6,43,8,32.8,4,194.02308722919625,184.81645251505245
2,41,3,33.6,6,189.16659761756375,178.7977225044727
8,45,3,72.7,5,279.6790722811287,290.0460336999491
8,64,1,36.9,2,186.13055844227713,179.16785193922408
6,78,8,68.7,3,228.51431544319797,224.55806372988002
6,58,3,63.9,6,247.1905125093307,244.9419423536271
4,87,8,34.1,4,150.5768447004009,149.14998671331742
5,53,1,15.7,3,147.151395181996,144.8424393749435
2,64,8,62.8,5,220.48922797091333,212.92382027026096
2,83,7,42.1,3,158.56465132903446,155.15591506286478
2,41,5,45.2,1,194.96785886556142,185.38110796949502
3,46,8,63.7,6,244.84300315400532,240.4038788417246
10,90,5,36.8,2,170.29965915051662,166.850759398074
9,42,2,18.3,2,173.63596507916833,166.66084823484013
4,57,1,46.6,8,214.2757307425536,205.06856601141183
3,52,1,58.2,3,220.94463891026413,212.9288095721527
5,57,7,24.9,7,172.7213193187556,165.36080598453202
9,47,6,58.7,4,251.5237677441264,250.99039068175304
2,47,9,66.0,5,241.15406197989523,235.93729689375672
6,45,1,57.3,8,252.66603092334188,250.29787298064744
4,51,8,59.7,5,233.57924927030678,227.4630535196318
10,83,4,32.2,3,171.00674645103055,166.84569803906805
3,57,5,69.7,8,253.5318938781154,251.95512483218815
6,51,6,52.4,2,218.25963449839725,210.88967035440422
3,53,8,63.9,7,242.30623709415266,237.56268202893932
9,70,10,62.1,6,243.6030127273479,242.39790608201704
7,82,3,38.3,6,181.62044344427474,175.2411051694288
9,66,5,64.8,1,237.25309854959238,235.16658128864708
9,49,7,62.9,6,263.90725344400676,267.523788652387
10,82,9,26.5,1,153.83846618190123,152.85916741104882
2,80,6,31.1,1,134.15522116551645,136.60717580693372
4,71,1,18.3,3,132.60261724556528,134.92167126741765
4,41,5,27.4,4,178.386665666911,169.70415818063003
2,70,5,19.8,5,134.26773397750452,135.5951888641318
6,60,6,63.9,5,241.7488504184078,238.58633791391082
6,51,8,45.7,1,202.0293130625317,193.9285280664973
10,52,6,43.6,3,219.2107121408414,212.62189726250259
7,55,9,45.8,1,202.39895126151384,194.80645905423498
10,79,5,37.2,1,177.45071832919734,172.74120222940664
9,78,2,29.0,7,178.4774463594707,172.24721938166024
10,70,3,44.0,4,208.02844249767747,201.47049244161425
3,38,3,26.0,5,178.02902922791634,168.80123466425545
7,90,6,56.3,1,192.42672445192358,187.10023826660375
10,74,6,17.1,3,149.83716305986326,148.85733934864265
8,79,3,46.4,7,206.59097089573373,199.56847860258762
9,39,8,31.3,8,218.83147934213267,209.95390440271305
3,43,7,66.0,2,239.3191483086607,234.23838114734363
3,46,2,35.3,5,188.89047313029653,179.1938877506533
10,74,3,68.0,5,253.23178322760737,255.5573998441803
6,90,5,48.9,7,193.74433898952742,186.9807321510542
5,73,9,70.1,6,241.00473381960867,238.39782344914713
8,55,8,28.2,7,192.0440169978271,183.4611057340797
8,44,10,57.6,1,237.9925401200734,234.20032358586593
4,84,10,19.7,8,138.1912753633237,139.05667205890452
9,52,6,28.0,5,192.12854341025565,183.85488565279982
9,67,5,64.8,4,245.887465406471,245.37752535337913
4,54,10,42.6,1,185.5161996738745,177.72105009440864
7,47,10,23.6,2,170.24263539847803,163.91270977159584
8,81,9,70.5,4,239.97970025589382,239.00416796861734
9,61,1,59.7,7,251.64850832215686,251.39501074693842
5,55,3,24.2,5,167.51058636795534,161.01607531729618
5,76,7,63.2,8,232.0053800836348,227.07162676925702
6,88,6,45.2,7,188.28762308253684,181.59817313891173
5,90,10,72.7,8,237.31723709124708,234.78893145167285
8,75,5,36.9,6,188.52740871864276,181.499097446672
7,39,1,49.6,6,240.77836891649477,235.37359496799803
2,51,7,60.7,2,218.48056837974042,210.34920397369262
2,60,4,53.3,1,193.99334676087744,185.66171991214642
9,59,4,22.2,6,178.57083344769785,171.4049309186719
8,54,6,53.9,3,229.3346477780183,223.9587304361664
2,64,5,52.2,5,200.923678535654,192.03029317283873
8,43,1,53.1,4,241.4384094133656,237.26690168417957
10,44,6,43.8,5,232.87862496581175,227.30828500688875
5,58,3,54.0,8,230.91744466177585,224.1756779802207
6,61,7,28.7,7,180.28591993766702,172.4781418495185
2,66,9,32.5,2,151.61005813722,148.8922872691545
9,88,6,19.0,1,131.1017846319689,135.74147890124695
3,61,8,41.1,5,185.78118743470907,177.42039734899518
6,56,9,22.8,4,163.5826214991838,158.26799958429572
2,40,5,65.2,3,240.09931196261664,234.3887633173879
10,58,9,50.5,5,232.8807482063211,228.56895282472402
7,48,7,45.4,5,220.75265783943053,212.99990481278095
7,48,9,48.8,3,220.50747459711772,213.25350461102389
10,82,2,64.6,7,246.34545190476484,246.61541373700928
10,58,2,67.6,8,276.06124056256516,285.5050225564986
5,52,3,67.8,1,240.12677607397762,236.545987011898
5,50,7,45.9,5,212.29252529174738,203.4907655510459
2,80,6,19.8,7,131.7336329749757,134.01784197555645
5,80,3,41.7,8,188.4718311139623,180.7922571155242
8,47,10,36.2,5,207.4749538532239,198.87406114787063
5,41,2,26.4,2,174.52528403273118,166.7304211950809
5,39,2,22.4,6,181.34951674379636,171.95462951705807
6,41,5,42.6,5,218.04881750497924,209.19578391280942
9,74,3,34.5,5,185.86958498176298,179.22398924444994
4,74,6,67.1,6,231.14716924915277,226.11348470613595
10,45,9,37.3,1,206.47642834437858,198.8930287317962
10,86,10,42.7,2,184.0718771900726,179.26359699390014
8,64,6,41.7,1,191.1724865810969,184.329301209622
5,83,10,67.1,1,210.60682208784823,205.07263579388845
5,78,10,62.2,8,227.83521454224356,222.42388818499813
5,45,9,26.0,1,165.87272797996712,159.91078166956748
4,80,8,31.4,1,142.03711696406066,142.7076399393604
9,45,9,32.6,2,196.89646459794645,188.74606861605656
6,55,5,61.0,5,240.7736280982271,236.90269149362715
7,49,3,57.3,5,243.16401714675044,239.53343465561397
2,90,6,67.8,1,195.05942761963558,188.783972134132
5,84,8,29.5,1,138.79261669994125,140.6340745928552
10,48,1,70.2,6,283.5258086345466,296.4442214565754
4,59,5,26.3,1,151.15299010003847,148.51058866565145
2,82,10,56.6,5,192.7306847005075,185.2873206269961
7,45,10,63.6,1,244.66639140367522,242.40668195672208
9,59,8,20.2,6,174.06405241759376,167.5084281434587
6,88,5,32.6,7,164.57234964397438,160.3015255804603
4,85,5,29.3,6,150.08393608550148,148.26484326497584
2,65,7,45.8,2,178.05747381422907,170.9631222933688
5,82,8,39.4,7,178.31154497326105,171.84825568473917
8,62,7,63.1,8,255.48855149368563,256.34586066726064
3,83,4,55.8,1,182.5793719721447,176.47482821305118
9,84,3,33.1,7,180.85914560908327,174.8202588981793
4,77,2,17.1,3,124.93374900744737,129.89531854978
6,64,7,72.1,7,259.9794235583536,262.42209264162426
5,86,8,48.4,1,172.89507311494697,168.34388161011543
5,50,3,24.4,7,178.57112942351762,169.97882952962456
9,81,6,19.3,8,159.92935773820827,156.36368501560676
2,59,4,38.4,3,172.94276111797177,165.81224464941778
8,71,2,21.6,2,150.8542647633504,149.26162835541624
6,52,8,46.0,6,217.5682400414509,209.3740932201222
2,45,9,67.4,6,248.71500541416805,245.05838859280976
7,60,9,67.0,7,257.2625851567847,258.67296165441047
7,38,8,52.3,3,236.01440288409043,230.4852161184668
10,40,9,57.6,1,249.31761443822123,248.64132352682648
9,71,7,50.8,4,215.50524651827817,209.5533803111901
10,72,4,54.7,3,223.23460575784162,218.64990762245156
8,70,7,59.9,5,232.96380816617952,229.12840172442282
4,78,5,27.1,7,155.16369524441737,151.730790427948
4,49,10,59.8,7,241.48573218083487,236.51291014119099
5,60,5,59.6,8,239.44160865624187,234.68874138306018
2,84,8,68.0,1,200.29637682930093,193.69853763707115
9,70,6,41.7,4,199.29626354506365,192.34860711060566
8,44,10,23.9,6,189.92525175492696,180.97236682160278
7,43,10,38.5,3,205.14232743707842,196.39975175029505
7,62,5,51.9,7,227.6038170248575,221.3649132919434
9,82,7,20.2,5,151.0849159944164,149.82420892213267
9,76,5,43.2,4,197.10455275202455,190.5234080853585
8,76,7,31.3,7,179.84959093894926,173.34706596906184
8,88,3,27.5,5,156.5924985839998,154.29839655133554
7,89,6,59.8,6,215.7721651061848,210.3067472835134
10,53,10,33.8,7,211.7147267970405,203.7510813387785
6,54,5,35.1,7,198.86337408456012,189.61745940306267
5,65,2,30.1,8,179.68974001069125,171.68817762838074
6,86,9,71.6,8,242.72131818288383,241.39775338627524
8,71,7,69.3,8,259.4237098126178,262.54419329431664
9,68,6,46.6,3,207.15871411264976,200.5297071629277
7,63,5,56.5,8,238.62565785212556,234.3922522455412
3,53,8,60.8,3,223.7562831294439,216.43082290394423
9,81,1,43.4,5,197.02014725871265,190.44703215859286
5,86,5,70.1,2,217.74892538797843,212.7328089868398
6,65,2,63.0,5,236.4106480502371,232.24732177031527
3,56,7,28.5,4,163.24370024071078,157.47213821160955
10,44,2,31.7,3,204.31144373601103,195.92108272643938
2,63,5,55.2,1,194.81048210574582,186.69230039726267
7,52,6,56.1,8,247.24895176458756,244.33105896320714
2,64,3,71.0,3,230.596145066009,224.8233629493907
8,76,9,31.0,5,172.58797379010764,167.27348164253928
9,42,1,23.0,7,198.56641117626194,188.93398430798445
8,41,6,41.1,8,232.19933165142004,225.0919296092247
9,44,7,18.2,2,170.81544265040202,164.4667853185801
2,70,6,22.6,2,129.89544911785893,132.9648921907385
6,86,5,66.6,8,233.9537647952307,230.37637228403895
9,47,10,62.3,2,251.30079417266273,251.40373611163284
10,43,3,58.1,5,261.40090264447235,263.8184485277173
6,84,9,27.6,1,138.84608094829878,140.83452514562867
6,55,5,70.4,6,261.7669929255694,264.238712280724
2,88,6,61.7,8,207.40485011872158,199.78642097100084
8,81,4,43.2,4,189.10243859364329,182.79918442204806
6,88,1,31.2,1,143.6246165873291,144.42525026892696
9,60,3,23.5,5,177.1776422015727,170.36932618354243
6,66,5,26.7,5,166.1690336300539,160.72706581935347
4,48,2,32.5,8,195.18100935303784,184.93281949520193
7,90,5,46.5,8,196.1959950449426,189.38615867248237
8,82,5,69.2,1,227.85596740495222,224.90687101508482
5,63,4,26.4,5,164.5510054769522,159.01384564552637
2,64,7,69.1,5,232.6146574602953,226.88806919888287
3,65,3,24.2,5,151.14930102439183,147.99727806892133
4,51,9,42.9,1,188.87099800315838,180.6558431796128
6,64,7,66.4,8,252.3381527131054,251.82821091271106
9,82,3,72.6,8,260.6703949457202,265.39026559477094
3,40,5,49.7,7,227.21248943529127,218.32531124430733
5,53,3,30.9,3,175.61860717661062,168.26103659612835
8,81,1,49.7,8,214.63551195860708,208.03802954847237
2,70,6,47.6,6,189.97510647526522,181.5245200143744
3,46,1,30.2,3,173.06204077805148,165.22282214217603
4,52,1,31.0,8,189.0385446081844,179.28739881083274
9,79,2,39.6,2,181.870307889549,176.34771088596125
10,45,3,53.4,5,250.74988873675377,249.64251664586172
9,67,5,18.4,6,164.23325162718857,159.45313770476636
9,80,10,48.5,4,202.78598464687502,196.74280382338193
3,68,8,26.1,1,138.58100216452755,139.40378405393085
2,52,1,36.7,3,176.3384425234321,168.28832845828362
2,61,2,65.7,7,236.00279601221774,230.02634021281486
4,70,3,19.6,2,132.4120869721773,134.92836545407962
7,49,6,46.7,4,219.3594665933054,211.71298903489762
10,54,6,48.2,1,219.8599395982921,213.9581463639612
9,71,8,27.6,3,168.16395103967113,163.619808306453
