Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,predicted_heating_oil
9,62,1,20.9,3,164.530325570417
3,61,6,47.3,8,207.3990022020144
10,51,10,65.8,1,255.12866470731623
10,52,8,46.2,4,226.9519522212757
10,57,4,52.3,8,247.55940442199278
10,84,8,59.7,3,221.57268006786245
6,61,3,46.4,1,195.55815650661637
7,67,9,20.5,2,147.16006496891316
6,55,8,37.5,5,195.6742055841264
2,44,9,69.2,1,237.158378760576
5,65,9,49.3,8,214.84964339130747
6,47,5,33.4,5,195.3878098742536
4,76,4,68.3,2,219.3702597977857
2,43,9,49.3,4,209.79395571419784
9,78,1,18.6,8,162.10193663284318
3,40,2,56.3,5,233.92821592238425
9,63,8,56.7,7,242.97156175066152
6,72,10,55.4,8,223.98991275038767
4,67,5,63.9,2,218.6699732443049
2,53,1,18.7,1,134.99965640287888
6,83,8,17.2,2,123.33969447814057
8,40,2,67.4,8,283.6561397024935
6,50,9,35.6,3,189.90259964983045
10,60,3,35.7,8,213.65142726101814
4,64,3,24.8,3,150.65559068768147
6,60,9,44.5,8,213.9278853194843
5,54,6,21.2,3,155.81946354390476
4,50,1,22.7,2,156.03024294194367
10,81,4,66.1,8,252.86984840459235
5,45,9,40.4,1,193.17993021078192
3,72,8,42.0,8,187.43102186632
7,44,8,72.9,8,285.7032833921587
7,57,7,24.5,5,173.29717862675983
2,89,3,58.6,6,194.85701851331027
8,45,10,59.0,7,258.78526397385133
10,44,2,15.0,8,188.4818246711321
4,89,3,25.0,5,135.642436049163
10,57,1,54.0,8,251.31875689222105
8,75,2,43.4,5,198.22133189469332
4,81,7,16.8,5,126.3313734436574
8,55,5,63.2,5,252.6156145512493
9,43,7,17.9,7,186.9548160493093
9,83,6,43.5,4,191.41106148981385
8,81,1,15.7,1,127.98536309359358
9,81,8,33.2,7,182.7635061603139
7,60,8,68.4,8,263.26381059151936
7,81,10,56.7,8,222.46806336632477
9,57,9,26.2,8,193.33743142220345
2,55,5,53.3,2,201.32826456760637
9,50,4,24.5,4,184.41884970333416
4,66,2,28.0,1,148.82847977498122
8,55,4,68.0,1,249.22522365712413
8,70,2,35.3,4,184.03881688442414
2,48,8,57.2,2,214.27224242686938
2,69,6,67.4,8,234.72729287467024
7,58,9,33.6,5,189.32763308657383
7,89,8,34.8,7,171.17460091089072
3,75,8,34.1,1,147.66780727525028
2,69,3,37.8,8,179.13140716264132
3,50,4,16.6,8,159.0989769606718
9,39,4,67.7,6,282.23647229250685
10,61,8,16.9,7,173.07076182064426
10,55,5,41.2,5,218.56633058859666
9,55,9,43.4,4,215.02129378192927
7,88,2,55.1,6,208.44263502147635
7,85,10,15.3,1,118.30855366237621
6,51,2,66.3,6,258.00410418981915
2,47,10,70.8,8,259.5814243234476
7,51,6,67.4,5,260.0431533249456
3,70,3,43.9,6,187.32928449837289
6,71,1,47.0,8,210.53659132615297
9,76,7,62.4,1,223.65360858629532
9,86,3,61.2,6,229.24004007821577
10,67,1,69.8,5,263.08610332854573
2,79,10,22.4,2,120.97995905838246
8,38,3,68.7,5,278.1776011234101
2,75,10,65.7,6,219.23901227666002
3,74,7,24.3,1,130.13139086026007
2,45,2,36.6,3,182.05414345649197
9,69,8,25.3,2,162.37280049184983
7,75,8,59.0,5,222.89793684157135
6,88,9,54.1,2,188.79025539885623
6,44,7,40.8,1,198.99967027878768
2,52,3,16.0,7,149.39860244096536
7,68,3,65.7,2,233.0763864617933
3,50,2,18.2,4,149.81884741754385
10,78,5,18.9,1,143.61693875067286
9,49,9,22.2,1,170.53027325647565
8,39,3,31.4,8,216.0787288685253
7,45,6,35.3,3,198.04992781533844
5,47,4,27.4,3,174.0176509931477
9,46,1,68.3,4,271.49033505480816
5,65,6,45.9,8,208.93769507145547
8,79,3,33.9,8,186.05463233037855
7,40,10,35.6,6,211.75382020390646
9,72,5,32.9,3,177.88098081113372
7,56,2,18.4,1,150.81999002076984
4,64,10,26.2,5,158.39641805299465
2,58,1,64.8,4,227.57850404225246
3,51,6,72.1,8,263.1193052753335
3,47,8,40.9,4,194.40181628984726
10,57,5,70.9,6,276.3170187144961
4,71,3,29.3,4,156.27305862730822
6,46,5,37.2,3,197.12734031051158
9,72,10,51.8,5,219.16470124764095
4,81,8,62.3,3,206.10035857011337
7,64,2,39.1,5,195.7924273269419
10,41,7,24.7,6,202.2553266340073
7,72,5,55.4,1,206.54277144234663
2,74,3,72.0,7,236.47256614069704
5,55,10,32.3,8,191.12467814233304
6,73,2,29.0,8,174.48581351129525
3,90,10,45.1,7,174.14054999886608
5,82,10,67.1,8,233.65075560879615
8,54,7,22.4,3,169.4216143847104
4,57,7,18.4,4,147.056635142341
2,83,9,68.7,5,214.9857251652761
4,73,7,63.6,5,222.0327667455604
3,53,10,31.6,4,171.19411828349553
3,64,1,64.9,8,239.05974439282699
3,60,3,53.5,5,211.0574885124937
4,56,1,19.4,6,157.22892304302974
5,82,7,52.9,5,197.75491550248512
4,81,7,40.6,8,180.9676005773798
5,39,9,45.2,1,207.497070493203
2,45,7,28.8,5,172.7057597566967
3,63,6,52.9,6,209.94456314771617
6,70,1,66.4,2,229.18760402799637
5,48,1,39.9,3,197.3882818800177
4,85,10,23.4,1,122.16377574890464
8,45,7,39.5,1,203.33536626646193
10,61,9,27.5,4,183.4898781693567
9,80,5,25.3,3,156.51586024867106
8,76,7,65.3,3,231.65360938835363
3,44,8,66.2,6,251.32208338757164
8,90,10,42.1,1,168.61970125459194
10,50,8,47.5,2,224.81977219337546
4,80,1,49.4,6,193.25996953529597
9,38,1,54.2,7,261.20850903557147
9,82,7,43.0,4,191.1534894887572
9,46,4,37.9,8,225.97753162290596
5,89,9,27.7,2,134.02290166312474
10,77,7,25.3,5,168.9368594562784
8,74,7,48.9,7,214.96330684510608
3,46,3,59.2,4,230.86648494831297
9,77,10,56.4,2,214.0387288979009
3,54,6,43.7,1,184.48125417511767
6,55,6,50.9,7,227.7777914290565
4,72,3,38.7,5,176.39730019818117
5,83,9,58.0,6,209.36786604707765
10,47,8,43.4,4,225.98783473651963
8,83,8,67.6,1,223.41712502707966
2,54,4,66.2,6,239.50993848704513
3,58,6,64.4,5,232.93018450716716
7,88,6,15.6,1,116.98419799304547
2,82,5,62.4,2,195.11857138601806
5,54,1,45.5,8,218.63216006432054
6,79,10,33.5,5,166.8728564490567
3,40,7,30.5,6,187.27799939628784
8,70,2,57.6,3,223.1592236346394
7,56,2,55.8,2,224.91069251914092
5,75,3,68.9,6,238.0620582011718
9,76,9,59.9,2,221.72354787664938
3,42,2,32.3,5,186.67796569142087
5,64,4,30.6,7,177.98214294670248
4,66,1,56.7,6,219.27092959009948
6,82,4,59.9,3,209.06420177431352
4,56,7,21.2,6,159.57115224147853
9,88,2,62.5,7,233.31338565118654
2,66,9,17.2,1,119.42832572919663
4,72,7,68.3,6,234.98248743459223
10,59,7,67.7,6,268.15344801235307
2,74,1,60.3,4,205.1390312416131
2,87,7,33.9,8,155.37737388841185
3,77,2,28.6,7,155.57787788402982
3,73,4,20.9,5,137.75988594800805
8,49,10,58.6,3,241.87891740154294
4,82,2,71.0,3,222.80050774183098
4,55,8,46.1,5,204.31262080421533
4,39,8,50.3,4,223.01536352059674
10,48,4,19.6,8,193.3714086644084
5,81,10,56.3,2,195.0324969654585
5,40,3,29.7,1,178.30594924924574
8,69,1,49.9,4,212.772937582759
4,79,1,19.9,1,122.34810469944674
8,90,8,25.9,8,160.43096603620484
2,71,9,59.6,6,211.32639953760668
9,43,9,15.1,3,168.61670510427479
4,85,4,32.7,7,159.87782849673812
8,53,6,71.7,2,260.79067708757333
10,85,2,46.3,1,190.02819907366705
9,75,2,51.7,4,214.62809619882918
2,48,6,21.4,4,153.0762206498489
6,71,5,38.6,3,178.05412578232907
7,90,10,43.3,1,167.0602750510582
5,43,1,58.0,3,236.0575342997081
9,56,9,61.1,3,244.54944322972045
3,47,9,38.6,2,183.52606067790407
4,60,2,38.1,4,182.6996776584807
4,47,1,36.5,3,187.9748448869986
8,50,6,53.5,8,247.8917575975086
5,54,4,55.0,2,217.1047624358079
9,58,10,55.7,7,245.06378751795629
8,53,7,39.1,1,195.62384681940665
3,86,8,27.8,5,138.83187062923645
10,69,9,21.4,4,164.9692578392706
7,55,2,36.7,6,202.23116630114626
4,63,7,17.6,4,140.324828812924
8,55,9,56.4,2,229.50294266419235
2,43,3,53.7,8,231.880314294036
2,89,5,25.1,2,118.30146947896921
9,49,3,54.9,2,236.77937944046997
5,71,6,20.0,6,148.2722581113724
9,66,4,67.6,7,261.7483410567917
7,59,9,25.9,4,170.68891193278887
9,59,7,30.1,4,186.68062238911415
8,40,7,38.5,1,205.78464906055768
6,45,7,72.1,7,276.4927654312714
6,76,2,63.8,4,225.19952898189234
8,41,8,41.7,5,223.47658460422173
4,78,4,52.6,2,187.85957751930584
6,42,5,45.7,3,216.72266798652277
4,48,2,69.7,6,259.3889550404108
7,54,3,69.6,7,268.4789628454566
6,57,8,45.6,2,199.79277021267308
9,40,7,50.1,6,247.45629410261782
6,66,1,40.5,2,183.5490597081722
9,57,7,52.2,2,223.99217891683531
4,64,6,56.0,8,225.12476016982527
6,85,3,24.2,3,138.93625498774423
10,80,8,33.6,2,172.38703901260538
7,80,10,27.8,5,159.02965869899145
7,81,9,23.7,6,153.73192669187603
9,69,7,20.6,8,172.6455418371664
9,57,4,50.3,5,230.4282209427078
4,73,4,57.5,8,220.50420812077857
5,61,8,29.6,1,158.9720849475616
8,45,3,43.3,5,223.92686772654844
4,42,10,43.7,3,204.3673056641482
10,44,8,68.3,1,266.3104182500303
6,75,1,21.4,6,152.1783009254839
5,90,2,66.7,8,227.36746426894493
7,73,10,46.6,8,210.26808118674424
10,76,9,31.5,3,174.8705332375378
6,76,8,36.0,1,161.90679681476277
8,73,5,44.0,8,210.06528307372906
5,79,1,23.3,5,145.3019851000658
6,41,6,67.3,2,255.20623603803114
7,65,3,48.8,3,206.80355031754166
9,66,9,29.1,4,178.34336907877662
6,45,10,41.6,8,221.28683853719616
2,82,8,50.6,1,169.03842064667174
3,41,7,46.5,8,223.08587202740028
2,87,1,70.5,3,210.01520044988925
4,89,9,44.2,3,164.6452078676144
10,57,2,56.2,5,245.80867193962484
8,90,9,67.6,7,236.16171394508956
5,42,7,32.8,8,203.90703276076175
5,73,2,19.1,6,145.5414255126098
2,60,2,55.5,5,211.19365761296132
10,73,2,63.6,4,242.7677376113901
9,73,4,33.4,4,181.30638284997306
6,72,7,49.0,3,196.54981377686937
8,89,5,60.7,3,211.9889300350983
7,47,6,19.8,8,182.75766242342206
3,47,8,44.6,2,195.08259012081078
9,38,2,19.3,6,191.68011174442742
3,73,10,58.2,3,201.08629390380304
7,90,7,28.4,3,145.67615169188468
5,86,1,20.1,3,126.8141950668117
6,67,2,55.5,1,207.7785802242851
10,64,6,29.9,7,195.47278442530057
3,51,6,49.8,5,211.32757837398765
5,83,3,45.0,6,185.78670178021733
10,90,5,24.7,6,160.02534409380976
7,51,4,61.2,1,235.97162257345965
3,72,3,15.5,1,115.89601673019175
7,51,9,69.1,4,259.56350467698815
10,41,5,64.5,6,278.0864564931993
9,44,9,54.2,7,254.56554138955124
10,53,8,35.9,7,216.05408414916866
2,62,3,41.4,5,182.5385804022826
10,87,5,29.4,6,171.54548125799766
5,50,4,41.7,4,201.69568014351196
4,85,2,52.9,2,182.70167179729668
10,69,6,33.5,6,194.78613866287486
8,60,5,20.4,3,160.77126489619323
3,79,7,33.4,7,162.04938954769352
10,47,6,43.3,4,226.1552584144955
8,38,3,58.0,4,254.71900276134144
4,86,3,49.9,3,179.13284960045638
7,89,4,44.2,1,170.70726952735652
7,85,3,66.3,1,216.27126115698218
10,81,7,34.5,5,182.9066345223104
3,69,2,37.7,1,160.78051845217317
10,43,4,33.8,4,211.97364032878917
9,90,2,46.8,1,182.7957231460108
10,79,6,66.1,2,235.24405766403413
10,70,10,42.9,4,204.69277606679782
8,64,4,22.5,7,174.12692086017404
3,71,9,72.1,4,232.5299344546142
5,80,7,62.8,3,211.9312034735437
4,87,5,59.9,4,200.03783423747893
2,46,2,41.9,7,203.90690783888363
9,60,3,52.4,2,222.47818989867946
4,83,3,47.7,1,171.2326256201469
9,50,4,70.7,4,272.0294568605317
3,48,4,27.8,8,182.07615854202203
4,43,3,43.7,2,201.58005196369976
9,40,3,32.8,6,215.36383880947707
9,77,7,40.3,4,190.3790053528262
2,40,6,15.3,8,161.13289257440306
8,90,10,19.6,7,144.95917799563972
8,81,7,28.3,1,150.8079939651535
3,83,9,54.6,6,195.2502794081542
5,60,4,71.4,1,239.82206206652597
4,60,9,19.8,5,149.914905267466
6,76,8,22.8,6,152.71434495876244
5,80,9,45.4,4,181.74577378895748
6,54,9,47.5,7,221.66379528527085
5,45,4,30.6,3,181.8241646684897
3,81,10,70.9,1,211.88108307727092
5,87,9,31.4,5,152.28107219594023
6,57,10,44.3,5,206.4739697644937
9,70,10,58.1,5,232.84984873656114
5,41,10,44.5,4,213.75635213843603
7,65,2,18.8,8,165.9312243723246
7,62,3,68.5,1,240.4330297299297
8,86,8,41.0,4,179.87077458354221
5,45,8,66.4,6,258.5022796076224
2,65,6,16.3,1,119.1263343864416
8,78,9,59.4,4,221.53776830571547
4,75,7,50.0,2,185.00089467905974
7,70,1,71.5,5,252.19742132085952
6,47,1,41.7,7,218.17715195590446
3,90,1,60.7,3,192.65878888505608
8,64,3,58.0,7,241.62528820648606
2,43,8,49.1,5,212.7610475677308
7,48,7,24.4,3,174.59399451059363
9,67,9,36.3,8,203.79916708884525
4,77,9,65.0,4,217.6862535386507
4,70,10,19.6,7,147.00153756728702
9,68,3,54.6,4,226.03279759664213
3,75,7,19.4,7,138.97721373805655
7,51,2,27.0,3,177.80973437764078
5,54,10,71.6,6,260.18404741150255
7,74,6,47.0,3,195.03245519026407
2,80,10,65.7,5,211.7255659565306
8,42,8,16.0,3,167.53603062413563
4,64,2,47.6,8,209.90967292211866
7,82,7,60.0,3,212.5532759723721
8,68,9,64.8,3,237.30137166918195
9,86,5,51.7,5,207.69998487524737
5,74,1,32.8,1,154.99144936966678
6,71,7,45.8,1,185.01500979537013
8,57,7,38.2,7,209.44763388079917
8,72,5,58.1,1,215.4978982500594
4,46,7,61.0,4,237.40079756299775
5,72,8,17.6,3,132.9913873429516
3,86,6,15.9,4,113.45472910806757
3,59,2,67.0,3,231.36998229818715
7,64,6,53.4,2,212.6923920419816
9,39,1,68.7,6,284.66839132095936
10,56,9,34.1,7,209.85478558750827
3,63,10,65.3,5,229.57715431064423
8,74,10,15.6,5,144.94415607058005
2,67,10,20.7,7,144.02482139490127
5,86,6,45.7,6,183.97117991238343
9,53,10,54.5,8,250.30163365218448
4,61,3,40.3,6,192.15961963832842
2,58,5,48.8,1,187.01956406328603
10,61,4,53.0,5,235.9068547245431
4,49,8,19.9,1,147.17210279972397
9,87,6,46.1,6,199.2006956089544
2,66,4,21.6,3,135.000495720069
10,38,7,27.9,4,204.59530349025337
5,54,9,21.3,5,161.8091714280937
2,74,3,51.1,7,196.8391962362506
2,64,9,65.2,5,224.8618998293153
8,69,5,65.4,7,250.95548271039587
6,57,4,36.0,1,179.1342527412826
6,69,6,19.3,8,158.85375764753567
9,58,4,71.4,2,260.0682441749872
10,88,2,52.0,5,210.90125033842043
3,39,8,16.7,1,145.96004181257928
3,89,10,17.4,4,112.97774551743402
10,41,1,66.0,3,272.1415806658299
10,60,8,42.5,8,225.6538524141226
2,70,10,27.9,8,158.23888277868323
4,82,3,38.3,3,160.61187416262186
3,38,5,38.5,8,210.8796309176011
7,44,2,47.3,8,238.2283171733354
5,69,7,72.3,5,245.8423875086567
8,86,2,39.1,5,180.50674207405098
2,64,7,21.5,3,136.0135233439811
8,62,6,16.9,6,161.72081277432335
6,73,8,39.3,3,177.10772717096455
6,62,3,23.0,8,172.4896398895515
7,63,6,45.9,1,196.1711840987856
3,67,7,46.1,5,190.22664385054858
3,40,7,21.8,4,164.44423797293862
10,78,4,53.0,2,211.62826925121607
5,84,10,71.6,7,237.2781797552044
2,64,4,34.0,4,163.42110752510314
3,67,1,41.8,4,179.97575089368954
9,89,4,49.5,2,191.5957198317396
9,72,6,34.8,2,178.13765588762755
10,39,1,71.8,7,297.5498815617551
6,74,10,60.5,2,212.9159868008333
2,59,7,44.0,6,192.53013322532394
9,49,6,69.0,8,281.98907631130385
4,81,2,56.5,6,205.67628553200842
7,72,3,33.9,6,181.9678086606638
9,65,2,42.9,6,212.96725414247902
4,43,6,46.2,2,205.7853001441258
2,62,1,34.4,1,156.9499828601958
6,50,5,53.2,6,233.49567320999853
3,77,5,22.0,2,126.68734113245827
5,54,7,70.7,7,262.1807628500608
2,77,6,58.0,1,187.77396176887714
4,41,3,56.1,5,236.33632384429916
7,38,3,63.6,2,255.16778383054694
10,41,7,36.1,2,211.20220824893843
3,43,4,61.1,4,236.89835983199745
6,89,1,22.6,4,135.95051544524884
6,60,1,26.1,4,167.79225709173883
6,86,2,62.4,4,213.8534295336473
2,60,3,50.2,8,210.46805172517833
4,85,9,16.2,5,121.36002329802834
10,55,8,19.1,5,176.12177495804738
3,45,4,61.9,5,239.84501014744222
3,59,1,37.5,7,188.27799305931293
10,74,7,36.1,4,188.8568008610149
6,81,9,52.4,5,201.15384137746292
7,83,2,25.6,4,150.51075332485254
7,76,1,36.3,4,177.06391295782453
2,44,8,27.5,3,164.5954608894739
6,86,6,61.5,4,211.43261534061935
6,53,2,33.8,7,197.80284934650467
3,85,7,29.1,2,132.8412658204847
7,51,1,61.3,8,258.8716517269648
2,82,1,37.6,8,167.8105951576905
4,83,10,48.7,1,171.87925951459437
5,70,2,61.8,7,232.2900652681194
4,48,1,67.6,2,242.91386307735354
7,66,1,65.2,6,246.89484340853812
5,39,9,60.7,5,249.56155971222455
5,40,10,68.0,1,249.68582225545657
3,50,4,46.2,7,212.06261817511958
2,38,1,58.6,3,230.03587150670063
8,61,4,51.4,7,231.53832844003682
2,85,7,32.4,2,135.26413994227812
7,52,9,59.0,5,242.70924322696607
2,72,8,71.0,1,216.4148563716863
2,59,1,54.9,3,204.76784921431528
7,63,1,27.1,8,183.58756735114736
10,66,10,64.9,3,246.7207757964152
3,87,2,54.7,6,193.21311932490542
8,75,6,40.6,3,185.86182399842312
7,82,5,55.1,7,216.28961905787364
6,39,9,42.8,1,206.7808965108355
8,52,5,64.7,1,245.39616440190335
5,64,5,54.9,3,211.21319804667135
4,89,8,39.8,2,153.31203899492772
3,57,6,42.1,6,194.67890101342118
9,45,4,16.7,2,167.63740470175762
7,69,3,30.4,4,171.60235114562795
3,59,8,30.6,5,167.60793232101202
8,47,7,40.6,7,222.69006681729522
5,48,5,46.3,5,215.14636222678752
4,55,3,69.4,4,246.22200360968418
8,76,10,46.0,2,191.35095748712462
7,45,10,64.8,3,253.27765166514172
2,61,8,53.4,7,211.60672302632707
7,62,9,20.8,6,164.74590144886588
9,48,4,48.0,6,237.05659326573732
3,80,9,46.0,1,165.7100309896902
3,42,4,60.0,2,229.3458561758254
2,40,10,66.6,8,257.70068646807874
7,39,7,21.2,4,179.51566669419725
10,54,2,40.0,3,211.359779123801
3,38,5,17.2,3,154.648577428941
3,71,3,19.4,8,146.33565085531865
9,68,4,41.1,5,203.42159702963542
5,78,1,64.5,8,233.8035381858255
7,54,1,31.1,4,186.32369046124506
7,60,7,51.4,8,231.20466980465235
4,87,7,16.3,3,113.83280708515045
8,48,4,48.2,4,227.26517349838724
6,69,7,42.1,4,189.240312515128
6,76,7,30.6,2,155.01295452939036
4,62,3,57.3,3,214.02467556877858
3,53,5,33.7,8,188.7403813269558
4,53,2,26.5,3,163.61824195227163
9,57,10,33.3,4,193.95155052425463
10,85,2,42.2,1,182.25323177183785
5,64,10,64.8,4,232.26208705113666
8,87,3,27.1,7,163.03874852073403
9,63,2,52.0,6,231.96213539850206
3,49,3,19.6,6,159.49996911972946
2,88,8,16.4,3,105.30473588523574
6,90,6,35.8,2,152.8846915911252
10,67,6,29.6,5,185.9608545338519
4,51,2,52.2,7,226.7635792643924
6,38,9,69.3,6,273.74200739487037
10,87,3,44.9,4,194.96004727712432
10,52,9,67.7,4,267.5445937052723
2,50,6,23.1,1,145.05825095358898
7,55,5,17.2,8,171.052737815615
5,46,6,41.6,8,217.29680294489387
10,57,1,25.4,6,190.74795905267635
6,66,4,20.4,5,154.40066116747295
10,83,2,32.3,3,171.55343682665665
5,50,6,30.4,8,192.5813748506049
4,81,4,32.3,4,153.0922980139672
3,40,6,72.8,3,258.1679443493589
5,88,7,60.8,8,217.02470063420003
4,74,6,24.2,1,133.95531241427045
9,51,10,28.0,8,201.78704272647096
3,52,1,46.3,3,198.37827040007687
10,68,5,30.5,6,190.1447899679916
5,49,1,32.3,1,175.77136403727522
6,63,8,55.4,8,232.16907908541293
6,81,1,45.4,3,182.97207499134447
3,48,6,33.5,8,192.5282023982519
3,47,2,59.7,8,243.79537710050022
3,46,1,37.1,6,195.65023196033155
8,42,5,52.9,3,238.04632188080006
10,58,5,47.1,6,230.3151584376523
5,61,1,22.6,4,156.4509402369559
7,56,4,59.9,3,235.49643283195178
10,83,7,70.3,7,255.3927869643238
9,60,4,51.0,6,232.31611465285812
5,90,8,43.4,8,182.11172291229292
4,56,1,62.1,1,222.36321280243538
7,64,5,16.4,2,142.70658149009407
8,74,10,62.4,6,236.8603933585108
3,63,4,21.6,1,135.10723180334674
2,46,6,67.5,2,235.8997808955947
10,63,2,47.9,6,228.02219448610782
6,64,7,26.9,4,164.76165977605916
7,48,3,54.7,1,226.43135318263654
7,56,3,67.0,7,261.8102492630652
2,40,2,57.9,5,233.12732311415095
5,41,4,65.5,3,251.48269643432798
9,74,3,27.6,5,172.78488391283088
3,85,5,20.2,1,113.1531247640689
6,77,10,16.3,4,132.82633692629508
10,41,4,66.5,4,275.7219919075365
3,74,5,23.9,5,142.40123464289127
7,78,4,72.5,2,237.1016931038062
7,61,4,43.0,7,211.77410074929324
5,89,1,66.9,1,206.61957247198646
4,85,9,15.8,1,107.93016975159733
8,80,8,27.3,7,168.60923544666724
10,54,6,23.7,4,182.90325924948985
9,46,9,68.7,6,277.15630041846975
2,57,3,48.8,2,191.41357438433903
5,85,2,56.9,8,213.12901236643165
10,79,9,60.2,7,239.35925473206484
10,41,7,24.6,3,192.56220317183426
5,52,2,68.3,5,253.92479148263425
6,60,5,32.0,8,190.93783076994845
6,69,6,59.6,7,232.10816718626944
8,62,2,23.1,3,164.6887043417338
2,54,3,63.8,7,238.30509666642578
3,49,9,61.7,5,235.09660785691204
7,60,1,43.7,7,214.50624298773982
7,77,10,41.6,2,178.30294049291575
8,62,3,47.3,1,204.06578616844286
6,84,8,46.8,7,194.4411926628149
6,83,1,39.5,4,173.21329093550736
2,79,2,23.5,2,124.49415400266265
4,62,9,64.4,7,239.08879240608846
3,65,3,41.8,2,175.02128030426195
10,43,7,19.4,1,174.6273624444249
4,86,10,70.6,2,213.96942317566646
8,80,7,40.3,1,174.4331190806352
7,40,4,46.9,4,227.9178996259808
3,41,7,67.9,8,263.6674086759723
5,56,4,72.2,4,254.31911199635215
10,74,1,52.1,4,220.26930775343442
9,57,5,66.4,5,260.78066159014884
3,42,5,51.4,6,225.53017981459664
8,59,8,65.6,1,240.48341620584222
2,76,9,15.7,6,123.73174312103976
6,40,4,48.1,5,229.52630346022974
5,46,3,56.7,1,224.29221389320736
2,69,3,72.5,4,232.26285905382142
9,54,1,60.1,4,248.98741439939482
5,69,6,47.0,8,207.54716888265418
3,46,2,39.9,1,184.94228702512066
9,51,1,16.8,2,163.1478840519681
2,61,1,19.1,8,150.980014010903
9,40,5,30.3,8,216.6016081376138
2,43,5,60.1,6,237.32413151647626
4,53,3,56.9,7,233.759571632833
9,52,2,46.0,8,236.48015036572414
2,84,9,33.4,5,147.17602977354545
5,70,8,51.4,7,211.4970259099057
8,70,1,57.5,6,232.65160891256272
8,42,3,29.7,5,200.74410205574253
2,79,4,19.0,4,121.93925635429731
2,56,3,18.8,4,141.72835306884286
2,59,2,24.2,4,149.53971264939085
5,52,9,19.5,3,153.79835758661523
4,43,8,16.4,5,158.4209952807921
6,51,3,57.5,8,247.47350105537492
10,89,10,50.2,8,214.6939888092431
5,76,2,64.3,3,219.14483929880024
5,56,6,47.5,2,200.78695773418545
9,48,4,72.4,2,270.65581022793185
6,86,5,48.3,8,199.2508619602369
6,88,6,35.7,3,157.6011347930215
6,82,3,17.6,4,132.19565377247818
9,86,4,68.8,5,240.3058160377404
4,52,2,44.1,6,207.36632471530703
5,40,1,61.2,5,251.06883130708476
9,77,1,43.1,6,203.0955702758974
5,60,7,40.1,7,198.93821857076315
7,51,7,55.7,7,244.01318307457336
8,59,9,65.2,6,255.38550448605457
2,78,5,29.0,6,147.92884605544174
7,72,8,24.4,2,150.38867780414589
3,47,7,44.3,1,191.5243885499533
10,41,2,28.5,7,213.52186649414642
7,40,4,33.4,8,214.98871768572252
7,83,2,58.4,5,215.87832177726892
10,39,1,55.0,3,253.0201588080073
3,80,9,67.9,4,216.7432244957357
2,69,4,64.5,4,216.91366263441267
7,81,7,32.6,7,174.13418180189385
8,46,1,21.5,1,169.4034113018771
5,43,5,42.3,4,208.73881451834757
8,59,9,17.7,7,168.47749383191336
4,85,5,26.2,1,128.36615208301004
10,56,1,21.9,7,188.14774513804974
5,56,6,47.6,4,207.31225115857586
4,77,8,34.3,4,159.64734396274469
3,39,5,56.0,1,221.02153344104622
8,77,8,16.1,4,140.47418003431582
8,39,3,20.6,8,195.5983271954142
10,39,9,73.0,4,288.8937635271044
2,80,5,22.4,1,117.835648331133
6,72,7,45.5,3,189.91264656799078
5,45,10,15.4,4,155.09655460445367
8,83,1,55.7,8,224.27526637517454
10,84,7,66.0,4,236.86593959502707
7,40,6,33.6,1,192.8361170920932
3,66,10,29.8,5,159.64994570832465
6,59,2,24.8,6,172.35327837564665
6,75,9,54.3,5,209.97161454395604
9,80,9,43.6,8,206.3437992189761
8,67,7,38.0,7,200.3771346184554
3,63,5,51.1,4,200.37403130669952
7,43,2,59.7,6,256.27631560855224
10,67,8,16.5,5,160.7618288109624
5,53,6,17.2,6,158.60674296071795
6,44,5,19.6,4,168.65794746801484
4,65,9,48.2,8,208.92865016479635
4,76,1,37.0,3,163.7184371935127
7,61,1,48.9,7,223.4980538701758
2,71,6,25.5,6,147.19701312844816
10,41,8,46.6,2,230.93518136217375
2,45,4,44.3,2,193.1310242514412
6,86,2,66.8,3,219.02946684416918
4,49,9,27.9,6,178.0033923812449
2,53,2,21.3,4,149.25508507227903
8,39,2,62.1,2,255.46771524453652
7,79,8,69.7,4,236.54438210219726
3,69,8,44.1,6,187.68503188548993
5,67,10,72.9,5,248.18284857434455
4,47,1,26.8,3,169.58041005096362
3,67,9,47.8,4,189.92552371599166
8,63,6,16.7,6,160.47242282020378
2,56,3,64.9,2,222.81366680164996
8,76,8,54.0,8,225.88566264662975
3,69,4,28.8,7,162.5530736066339
8,77,10,71.0,1,234.72234139914832
4,76,1,45.5,2,176.6694418058638
3,70,6,70.4,2,224.37521624569305
6,82,9,18.9,2,127.25405615123617
5,73,10,61.1,7,226.92703394973157
4,89,2,61.6,6,208.3946002703338
10,38,8,68.7,5,284.9550113352775
3,85,7,45.6,3,167.2985984144093
7,80,7,36.6,2,166.74948882245408
4,61,5,38.6,6,188.57879568150065
3,50,5,69.2,8,258.66758992927544
4,48,6,46.5,2,202.00858390825434
4,50,3,30.7,8,189.85083404784677
10,70,2,20.8,2,157.87637400808887
5,73,3,16.4,4,133.90713650536622
2,62,10,61.8,2,210.47059385545208
2,48,6,53.2,2,207.04396550066627
10,72,6,65.5,1,237.02229032858642
5,38,4,18.5,1,158.62673218037247
8,78,10,47.4,1,189.0997478199547
